Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
Grm5|108071	9801	10109	8271	9628	12547	9938	10977	9203	11476	8734	8698	8391
Grm6|108072	0	0	0	0	0	5	0	0	0	0	0	0
Grm7|108073	2237	2018	1991	2431	2724	2150	2114	2075	2502	1743	1955	1911
Grm8|14823	313	202	271	426	395	237	184	282	373	203	304	265
Grn|14824	3651	3338	2253	2578	4239	2603	2984	2266	2450	1802	2079	2089
Grpel1|17713	2487	2417	1909	2062	2980	2162	2639	1660	2118	1692	1453	1959
Grpel2|17714	1755	1996	1807	2090	2063	1985	2061	1762	2075	1744	1658	1487
Grpr|14829	8	10	9	3	28	3	14	8	6	8	10	12
Grp|225642	343	353	224	320	384	347	402	428	456	273	284	398
Grrp1|72690	48	37	31	16	16	31	34	24	61	19	9	34
Grsf1|231413	6351	5699	5045	5482	7933	5628	6317	4470	5454	4472	4046	4653
Grtp1|66790	115	95	65	98	120	56	59	47	64	99	37	34
Grwd1|101612	1272	1397	876	883	1419	1162	1503	930	1160	920	827	1076
Grxcr1|433899	1	0	0	0	0	0	0	0	0	0	0	0
Grxcr2|332309	4	1	6	14	8	3	0	3	3	4	2	5
Gsap|212167	196	201	139	154	245	119	151	146	109	178	82	107
Gsc2|195333	0	0	0	0	0	0	0	0	0	0	0	0
Gsc|14836	0	0	5	0	0	1	4	2	1	3	2	0
Gsdma2|76758	6	3	0	0	0	1	4	0	9	0	0	0
Gsdma3|450219	0	0	4	0	0	0	1	0	0	0	0	0
Gsdma|57911	0	1	0	0	0	0	2	0	0	0	0	1
Gsdmc2|331063	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc3|270328	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc4|74548	0	6	1	0	0	12	5	0	6	4	0	3
Gsdmcl-ps|74460	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmcl1|74236	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmcl2|665769	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc|83492	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmd|69146	80	87	68	89	69	76	75	60	60	61	63	50
Gse1|382034	5569	5953	5434	4983	5829	5995	7537	5335	5990	5165	5396	4810
Gsg1l|269994	2056	2270	1940	3379	5230	2442	2109	2428	2733	1368	1932	2327
Gsg1|14840	4	14	14	7	0	18	6	7	7	7	0	6
Gsg2|14841	8	15	0	15	14	8	16	8	13	11	19	12
Gsk3a|606496	9995	10261	8032	7330	12283	8662	11989	8012	9604	6859	7911	8557
Gsk3b|56637	10684	10760	10120	11518	11360	10965	11121	10211	12284	9617	8953	8497
Gskip|66787	2496	2387	2031	2013	2674	2334	2688	1807	2247	1802	1778	1906
Gsn|227753	5210	3466	2943	3154	4187	3110	3613	2415	3124	2894	2224	2164
Gspt1|14852	6102	5455	4484	5328	7116	5232	5978	4352	5281	4348	4015	4382
Gspt2|14853	2847	2798	2200	2396	3509	2670	3011	2230	2802	2347	2226	2296
Gsr|14782	1757	1484	1116	1282	2071	1433	1637	993	1515	1044	1004	1243
Gss|14854	1251	1011	921	912	1306	984	887	756	993	767	658	807
Gsta1|14857	0	0	0	0	0	0	0	0	0	0	0	0
Gsta2|14858	16	0	6	44	36	22	22	44	36	17	17	30
Gsta3|14859	38	52	41	68	152	36	49	28	34	47	24	37
Gsta4|14860	6702	5199	3780	4259	6247	4584	5811	3661	4772	3852	3482	4473
Gstcd|67553	167	116	110	111	163	87	68	88	118	69	109	73
Gstk1|76263	738	591	359	424	579	371	360	290	493	290	246	277
Gstm1|14862	10701	10964	5239	6058	9228	6231	8132	5720	6647	6035	4832	6048
Gstm2|14863	607	383	328	480	308	334	264	228	210	222	162	160
Gstm3|14864	0	11	0	0	0	0	1	5	0	2	0	0
Gstm4|14865	749	703	489	597	719	579	774	486	670	497	499	509
Gstm5|14866	8261	7654	4950	5502	8605	5854	7869	4935	5953	4899	4524	5452
Gstm6|14867	617	713	439	468	607	495	649	431	607	458	370	406
Gstm7|68312	1295	1375	893	744	1214	1170	1488	789	1085	1051	972	1050
Gsto1|14873	1345	1365	975	1077	1831	1138	1647	1011	1067	969	1136	1220
Gsto2|68214	65	77	59	54	99	32	83	56	75	39	56	26
Gstp1|14870	3162	3129	2171	2041	3609	2494	3177	1960	2678	1920	2019	2172
Gstp2|14869	4	8	26	5	25	6	32	14	1	9	13	31
Gstt1|14871	746	446	366	455	525	364	424	329	437	401	276	353
Gstt2|14872	205	96	93	160	197	93	98	73	111	82	90	95
Gstt3|103140	397	238	194	211	290	254	250	186	228	164	181	162
Gstt4|75886	0	0	0	0	0	0	0	0	0	0	0	3
Gstz1|14874	1508	1247	1095	1230	1518	985	1494	954	1110	932	840	1108
Gsx1|14842	7	10	0	3	0	0	2	4	5	3	5	5
Gsx2|14843	0	0	2	3	0	6	2	0	0	0	2	0
Gt(ROSA)26Sor	224	189	264	243	395	192	252	161	173	226	139	124
Gtdc1|227835	1358	1249	1453	1334	1848	1285	1511	1261	1441	880	1120	1041
Gtf2a1l|71828	0	0	4	1	17	7	0	0	1	13	9	3
Gtf2a1|83602	4315	4098	3378	3969	4408	4018	3632	3210	4534	3179	3197	3000
Gtf2a2|235459	725	735	602	664	872	631	907	567	551	587	477	651
Gtf2b|229906	2737	2446	2000	2166	3443	2586	2856	1849	2466	1896	1637	2086
Gtf2e1|74197	773	747	709	779	853	793	744	709	750	726	598	595
Gtf2e2|68153	1489	1697	1224	1279	1934	1459	1619	1215	1325	1259	1034	1268
Gtf2f1|98053	6206	6219	4411	4825	8325	5408	6410	4291	4862	4033	4061	5127
Gtf2f2|68705	897	806	666	751	1118	721	1003	628	692	640	508	676
Gtf2h1|14884	2544	2398	2033	2063	3247	2019	2506	1814	2276	1780	1695	1769
Gtf2h2|23894	1070	865	762	871	1406	915	1137	791	1048	696	851	874
Gtf2h3|209357	1155	1313	1142	1200	1556	1124	1210	948	1211	1002	889	892
Gtf2h4|14885	735	779	705	666	1034	746	970	648	775	627	600	812
Gtf2h5|66467	4303	4213	3038	3321	5553	3571	4842	2861	3842	2795	2851	3352
Gtf2ird1|57080	755	620	528	704	900	573	673	540	553	560	538	459
Gtf2ird2|114674	730	652	680	719	869	728	784	546	631	522	505	474
Gtf2i|14886	15006	12439	10850	11882	15992	11571	14228	10081	11376	9921	10179	9733
Gtf3a|66596	536	605	488	459	790	488	575	388	579	402	496	504
Gtf3c1|233863	7195	6865	6117	6774	9030	6622	7627	5556	6638	5144	6280	5475
Gtf3c2|71752	2621	2565	2267	2356	3817	2263	2722	2148	2610	2099	2011	1837
Gtf3c3|98488	650	633	621	723	843	648	771	588	629	619	558	490
Gtf3c4|269252	3112	2870	2671	3010	3768	2687	3138	2794	3112	2656	2423	2291
Gtf3c5|70239	1730	1596	1368	1364	1832	1342	1521	1182	1421	1222	998	1078
Gtf3c6|67371	2367	2112	1535	1848	2589	1874	2115	1640	2285	1740	1471	1572
Gtl3|14894	1590	1461	1179	1143	1940	1298	1622	1128	1289	1132	923	1217
Gtpbp10|207704	771	609	452	533	854	631	674	444	588	419	459	460
Gtpbp1|14904	3912	3658	3055	3063	4277	3328	4282	2926	3451	2725	3055	2862
Gtpbp2|56055	3424	3693	4285	4326	4550	3682	3753	3788	4589	3685	3128	2942
Gtpbp3|70359	671	747	843	675	753	806	765	690	797	632	569	651
Gtpbp4|69237	2908	2894	1782	2283	3494	2433	2652	1956	2422	1979	1915	2080
Gtpbp6|107999	529	596	530	462	967	472	598	336	432	344	379	467
Gtpbp8|66067	316	331	237	329	390	304	326	232	283	261	246	273
Gtse1|29870	63	30	71	44	45	53	66	47	32	72	36	53
Gtsf1l|68236	123	61	41	33	89	47	66	28	40	105	50	64
Gtsf1|74174	0	0	0	0	0	0	0	0	0	0	0	0
Guca1a|14913	8	0	8	2	0	10	2	2	6	10	11	0
Guca1b|107477	14	25	15	36	1	35	26	13	8	18	19	25
Guca2a|14915	0	0	0	0	11	0	0	4	0	0	0	0
Guca2b|14916	0	0	0	0	0	0	0	0	0	0	0	0
Gucd1|68778	1244	1325	1661	1762	1236	1412	1166	1402	1694	1421	1192	927
Gucy1a2|234889	1298	1106	1191	1504	1778	1249	1409	1325	1669	1269	1159	1097
Gucy1a3|60596	1165	789	840	2287	3133	917	989	992	1173	616	950	904
Gucy1b2|239134	13	26	9	15	12	10	34	20	7	6	20	22
Gucy1b3|54195	9620	9045	7089	8929	13426	8370	11233	7596	8518	6274	7469	7883
Gucy2c|14917	15	13	3	20	25	20	15	16	9	19	10	20
Gucy2d|14918	0	0	0	1	0	0	2	0	0	0	0	0
Gucy2e|14919	287	185	179	265	165	172	174	161	186	165	170	120
Gucy2f|245650	35	5	27	31	30	17	33	14	36	12	19	14
Gucy2g|73707	191	142	102	167	226	167	168	147	133	101	169	190
Guf1|231279	783	739	759	750	1564	798	796	624	813	664	585	647
Guk1|14923	2281	2708	2061	1815	2809	2297	3025	1928	2259	1825	1736	2077
Gulo|268756	5	0	0	2	7	0	0	0	3	2	0	0
Gulp1|70676	273	105	129	234	190	168	146	113	163	168	108	83
Gusb|110006	766	514	507	673	665	471	498	486	641	509	430	339
Gvin1|74558	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt1|223827	2216	2050	2748	2973	2417	2250	1591	2292	3021	2562	2218	1452
Gxylt2|232313	12	30	39	35	31	21	15	45	34	21	42	25
Gyg|27357	1966	1848	1736	1897	1673	1717	1838	1417	1918	1522	1472	1496
Gykl1|14625	0	0	0	0	0	0	0	0	0	0	0	0
Gyk|14933	956	887	802	938	1047	783	1210	790	990	757	625	676
Gyltl1b|228366	162	85	74	159	215	130	70	61	46	84	43	129
Gypa|14934	1	11	0	0	8	6	2	2	12	1	6	9
Gypc|71683	58	66	56	112	54	49	85	55	80	64	78	51
Gys1|14936	1619	1289	1521	1497	1506	1260	1179	1322	1555	1393	1023	916
Gys2|232493	2	0	4	1	7	7	1	1	0	4	0	3
Gzf1|74533	2702	2408	2407	2551	3076	2529	2630	2296	2816	2137	2037	2025
Gzma|14938	24	22	34	12	58	8	25	18	10	26	16	11
Gzmb|14939	0	13	0	5	6	14	3	12	14	6	15	2
Gzmc|14940	8	0	4	0	0	1	4	0	0	0	0	2
Gzmd|14941	0	0	0	0	0	0	0	0	0	0	0	0
Gzme|14942	0	0	0	0	0	0	0	0	0	0	0	0
Gzmf|14943	0	0	0	0	0	0	0	0	0	0	0	0
Gzmg|14944	0	0	0	0	0	0	0	0	0	0	0	0
Gzmk|14945	0	1	0	5	2	0	0	5	0	1	11	1
Gzmm|16904	138	113	122	96	64	85	100	100	139	117	75	66
Gzmn|245839	0	0	0	0	0	0	0	0	0	0	0	0
H13|14950	3454	3103	2536	2952	3959	2923	2880	2273	2553	2332	2143	2378
H19|14955	99	47	117	107	90	81	102	124	93	89	43	49
H1f0|14958	9903	9656	6917	6683	9685	8231	9682	6508	7768	6645	6479	7004
H1fnt|70069	0	0	0	0	0	0	0	0	0	0	0	0
H1foo|171506	0	0	0	0	0	0	0	0	0	0	0	0
H1fx|243529	427	478	434	317	375	393	593	326	317	228	321	457
H2-Aa|14960	858	459	450	550	650	411	684	462	631	616	364	513
H2-Ab1|14961	897	586	520	558	558	580	674	509	610	631	362	480
H2-Bl|14963	1	0	0	1	0	0	5	11	0	0	4	18
H2-D1|14964	884	760	603	650	1135	649	695	510	561	516	352	484
H2-DMa|14998	1161	1274	1005	1032	1463	917	1315	1023	1106	872	884	962
H2-DMb1|14999	255	102	104	121	192	74	100	70	124	118	60	89
H2-DMb2|15000	21	6	8	5	0	9	8	7	11	14	16	13
H2-Ea-ps|100504404	0	0	0	0	0	0	0	0	0	0	0	0
H2-Eb1|14969	766	438	392	438	624	427	626	418	588	575	380	388
H2-Eb2|381091	1	5	0	0	0	0	1	4	0	1	0	1
H2-K1|14972	2046	1710	1176	1338	2389	1270	1551	1032	1052	1207	925	1053
H2-K2|630499	28	17	28	12	39	7	15	10	40	5	20	17
H2-Ke2|14976	5313	5141	3478	3522	6090	4701	5625	3365	4620	3471	3477	4216
H2-Ke6|14979	1048	1057	857	630	1494	879	1177	694	845	728	638	726
H2-L|14980	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.1|14985	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.2|333715	0	0	0	2	0	0	0	0	0	0	0	4
H2-M10.3|110696	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.4|224753	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.5|224761	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.6|399549	0	0	0	0	0	0	0	0	0	0	0	0
H2-M11|224754	0	0	0	0	0	0	0	0	0	0	0	0
H2-M1|224756	0	0	0	0	0	0	0	0	0	0	0	0
H2-M2|14990	2	5	0	2	4	4	2	4	4	0	1	2
H2-M3|14991	111	92	62	86	88	81	114	79	69	70	39	106
H2-M5|240095	22	5	12	15	65	7	6	9	17	10	13	6
H2-M9|14997	0	0	0	0	0	0	0	0	0	0	1	0
H2-Oa|15001	11	11	9	11	5	3	9	8	1	6	3	21
H2-Ob|15002	22	7	14	8	7	22	12	10	20	13	14	3
H2-Q10|15007	0	5	11	3	0	4	0	0	0	2	0	0
H2-Q1|15006	63	14	36	54	15	42	20	32	11	19	27	28
H2-Q2|15013	31	4	12	39	52	26	17	43	46	13	28	22
H2-Q4|15015	481	391	390	321	617	412	395	322	342	387	240	308
H2-Q5|15016	0	2	9	17	33	3	10	0	0	4	5	0
H2-Q6|110557	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q7|15018	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q8|15019	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q9|110558	0	0	0	0	0	0	0	0	0	0	0	0
H2-T10|15024	32	60	46	40	79	42	46	36	34	30	18	25
H2-T22|15039	12	13	10	10	7	4	5	3	15	2	2	1
H2-T23|15040	556	406	284	454	502	316	367	234	354	250	193	260
H2-T24|15042	62	87	32	45	36	33	35	62	19	51	38	51
H2-T3|15043	2	0	1	0	1	12	1	4	2	0	1	0
H2-T9|15051	0	0	0	0	0	0	0	0	0	0	0	0
H2afb1|68231	0	0	0	0	0	0	0	0	0	0	0	1
H2afb2|624153	0	0	0	0	0	0	0	0	0	0	0	0
H2afb3|624957	0	0	0	0	0	0	0	0	0	0	0	0
H2afj|232440	862	822	799	619	796	823	808	714	695	667	560	618
H2afv|77605	878	916	665	668	1024	766	985	452	759	655	520	612
H2afx|15270	864	1098	1014	891	995	940	957	806	836	695	715	886
H2afy2|404634	799	870	633	639	999	752	773	605	672	580	526	696
H2afy3|67552	1	0	3	0	0	1	1	1	0	2	0	0
H2afy|26914	3615	3590	2533	2499	4039	3162	3523	2234	2814	2244	2277	2847
H2afz|51788	5824	5043	3782	3917	7302	4487	5540	3629	4493	3368	3483	4190
H2bfm|69389	0	0	0	0	0	0	0	0	0	0	0	0
H3f3a|15078	5496	4642	3433	3957	4994	4011	5279	3317	4022	3355	3057	3641
H3f3b|15081	22715	21804	20636	22998	23284	20911	21920	18673	22696	17852	16677	17870
H60b|667281	1	0	0	0	0	7	0	2	6	0	0	0
H60c|670558	0	0	0	6	0	0	2	3	0	1	0	10
H6pd|100198	549	433	674	672	518	561	469	598	661	561	609	414
Haao|107766	37	5	19	25	37	22	9	13	35	31	12	19
Habp2|226243	0	0	0	0	0	0	0	0	0	0	0	0
Habp4|56541	9500	9947	7701	8006	12321	8783	11246	7450	8876	6792	7203	8165
Hace1|209462	1911	1939	1625	1909	2736	1853	1904	1595	1926	1371	1363	1408
Hacl1|56794	688	502	363	487	591	386	409	318	388	330	292	325
Hadha|97212	5664	4628	4315	5330	5527	4252	4348	3636	4186	3960	3164	3256
Hadhb|231086	5095	3956	3740	4636	4890	3785	3569	3205	3706	3459	2748	2915
Hadh|15107	1751	1439	1012	1280	1557	1282	1265	978	1217	1113	780	1005
Haghl|68977	4434	4031	3189	3016	6127	3611	4578	3168	3634	2794	2963	3417
Hagh|14651	4571	4572	3396	3145	5718	3725	5305	3305	3791	3135	3208	3838
Hal|15109	0	0	0	0	0	0	0	0	0	0	0	0
Hamp2|66438	0	0	0	0	0	0	0	0	0	0	4	0
Hamp|84506	0	0	0	0	0	0	0	0	0	0	0	0
Hand1|15110	0	0	0	0	0	0	0	0	0	0	0	0
Hand2|15111	0	0	0	0	0	0	0	0	0	0	0	0
Hao1|15112	1	2	0	0	46	2	4	3	0	0	0	1
Hao2|56185	0	0	0	0	0	0	0	0	0	0	0	0
Hap1|15114	8066	6900	4815	9390	12954	4954	7184	5639	5906	5848	6442	7218
Hapln1|12950	475	456	426	631	411	477	312	497	598	429	413	365
Hapln2|73940	146	157	254	96	383	65	136	91	144	146	133	89
Hapln3|67666	49	19	18	35	22	26	42	29	22	30	18	35
Hapln4|330790	3204	3536	2790	3142	4109	3379	3617	2741	3306	2486	2945	2700
Harbi1|241547	327	407	285	334	414	253	408	322	286	264	248	308
Hars2|70791	1516	1635	1582	1600	2229	1381	1515	1211	1507	1397	1088	1267
Hars|15115	7985	7767	5845	6009	9680	6929	8826	5543	6660	4853	5393	5960
Has1|15116	27	34	8	50	42	23	18	27	32	11	21	25
Has2os|594843	2	2	2	0	0	5	0	2	0	0	0	0
Has2|15117	14	33	21	47	0	19	20	12	42	35	40	17
Has3|15118	352	378	512	394	434	463	375	356	460	373	358	296
Hat1|107435	1653	1344	910	1240	1699	1147	1283	769	1232	993	982	1143
Haus1|225745	270	271	195	236	300	267	253	151	219	154	151	199
Haus2|66296	1111	916	949	918	1117	1032	1294	821	1032	891	819	875
Haus3|231123	191	166	148	251	307	224	214	209	182	182	180	185
Haus4|219072	139	119	159	84	124	116	177	121	126	110	129	143
Haus5|71909	158	189	139	146	321	151	178	80	162	103	130	126
Haus6|230376	231	242	197	226	233	200	235	220	289	214	208	190
Haus7|73738	486	414	354	387	621	379	390	299	343	332	290	297
Haus8|76478	347	287	208	214	473	243	278	234	210	187	144	230
Havcr1|171283	1	1	0	5	0	0	0	0	0	0	0	0
Havcr2|171285	143	122	101	95	51	128	123	77	113	129	109	86
Hax1|23897	3723	3462	2792	2909	4666	3336	3583	2569	3035	2531	2460	2859
Hba-a1|15122	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a2|110257	0	0	0	0	0	0	0	0	0	0	0	0
Hba-x|15126	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-b1|15129	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-b2|15130	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1|15132	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh2|436003	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bs|100503605	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bt|101488143	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-y|15135	0	13	0	0	0	3	0	5	2	0	0	0
Hbegf|15200	564	528	424	518	630	579	452	377	519	364	320	366
Hbp1|73389	3559	3384	4561	4985	3941	3919	3008	3631	4904	4027	3225	2740
Hbq1a|216635	2	0	10	4	3	1	2	9	11	10	2	8
Hbq1b|544763	7	0	12	0	0	0	4	4	15	2	4	6
Hbs1l|56422	3323	3170	2441	2575	3988	2605	2922	2197	2574	2227	2149	2242
Hcar1|243270	90	53	84	120	56	113	83	71	68	58	54	74
Hcar2|80885	5	7	4	0	0	0	0	0	0	0	0	0
Hccs|15159	972	866	751	815	1379	894	962	703	774	661	610	744
Hcfc1r1|353502	3364	3054	2439	2398	3331	2599	3359	2279	2686	1964	1994	2143
Hcfc1|15161	3980	3793	3445	3596	5020	3738	4337	3506	3887	3231	3409	3002
Hcfc2|67933	1191	1134	1146	925	1480	1141	1298	1010	1255	1093	907	835
Hck|15162	114	87	82	42	62	94	99	91	97	73	73	68
Hcls1|15163	500	366	284	264	478	261	383	274	304	280	274	243
Hcn1|15165	2448	2460	1954	2096	2615	2197	2657	2252	2559	2045	2028	2101
Hcn2|15166	2449	2765	2904	2731	3327	2679	3227	2761	3311	2463	2486	2384
Hcn3|15168	244	297	268	300	343	294	195	278	290	273	191	235
Hcn4|330953	24	18	18	50	12	22	36	34	31	23	32	35
Hcrtr1|230777	5	4	28	13	50	0	10	16	3	14	12	2
Hcrtr2|387285	83	70	93	123	88	100	56	76	101	106	80	70
Hcrt|15171	0	0	0	2	0	0	0	0	0	0	0	0
Hcst|23900	28	3	0	10	0	10	7	9	22	10	0	6
Hc|15139	62	47	58	22	57	21	46	13	31	37	34	36
Hdac10|170787	431	366	306	330	611	295	341	255	273	234	242	206
Hdac11|232232	10192	9634	7605	9338	13941	9425	12081	8775	10265	7588	7843	9020
Hdac1|433759	2733	2178	1720	1758	2905	1683	2098	1531	1909	1658	1354	1500
Hdac2|15182	7346	7876	5218	5610	9375	6413	7975	4999	6292	5372	5120	6698
Hdac3|15183	3665	3796	3066	3052	5198	3222	3881	2718	3588	2422	2368	2876
Hdac4|208727	745	590	712	1015	845	660	626	792	951	933	753	469
Hdac5|15184	6543	6707	6157	5833	9272	6386	8156	6133	7235	5213	5516	5962
Hdac6|15185	1763	1737	1389	1696	2809	1371	1851	1314	1657	1331	1404	1266
Hdac7|56233	555	525	514	399	1054	405	490	412	537	361	364	382
Hdac8|70315	1216	1097	634	850	1400	875	848	675	987	607	508	684
Hdac9|79221	1581	1147	1222	1484	2055	1424	1496	1419	1577	1011	1295	1259
Hdc|15186	1250	886	503	575	925	539	815	499	790	901	589	547
Hddc2|69692	699	598	432	517	792	584	625	535	562	468	446	430
Hddc3|68695	502	485	346	332	731	439	426	308	430	295	253	404
Hdgfl1|15192	1	0	0	0	0	0	1	0	0	0	0	0
Hdgfrp2|15193	6169	5505	4239	4488	8237	5111	5851	4329	4634	3843	3926	4485
Hdgfrp3|29877	3934	3742	3135	4001	5608	3645	4279	3234	3956	2716	2899	3104
Hdgf|15191	10194	10165	7941	7643	11609	8515	10563	7515	9152	6724	6861	7776
Hdhd1a|67365	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd2|76987	4146	3741	2756	2943	4584	3375	4004	2534	3001	2555	2556	2936
Hdhd3|72748	510	459	326	323	341	353	285	320	366	306	331	301
Hdlbp|110611	16574	13961	13058	15201	18901	13559	15008	12421	14131	12338	12014	10845
Hdx|245596	20	12	22	13	18	30	13	26	32	17	14	16
Heatr1|217995	829	839	763	633	1468	613	953	686	802	657	621	630
Heatr2|433956	691	592	725	871	530	650	585	591	826	619	556	535
Heatr3|234549	1400	1309	1056	1312	1654	1220	1354	907	1074	923	1000	957
Heatr5a|320487	344	308	190	232	381	226	246	227	257	250	223	189
Heatr5b|320473	1090	917	860	994	1772	1123	1247	960	1078	871	1107	897
Heatr6|217026	924	930	968	1035	770	846	913	923	1059	956	823	613
Heatr9|629303	0	0	0	0	0	0	0	0	0	0	0	0
Hebp1|15199	4938	5336	3521	3221	6231	4672	6167	3857	4072	3460	3408	4364
Hebp2|56016	238	170	265	346	265	226	169	186	184	216	166	166
Heca|380629	1485	1390	1065	1048	1211	1204	1673	1049	1525	1076	1019	987
Hectd1|207304	6762	6098	5251	6192	8636	6060	7027	5491	6358	4890	5367	4834
Hectd2|226098	1440	1556	2315	1967	1464	1637	1582	1896	2271	2035	1474	1160
Hectd3|76608	3371	3193	2735	3125	4425	2926	3222	2682	2896	2566	2630	2576
Hecw1|94253	860	538	814	1095	1333	719	663	849	912	631	852	637
Hecw2|329152	909	656	705	904	1189	836	814	810	897	764	709	571
Heg1|77446	754	343	502	731	513	488	567	534	670	643	557	314
Helb|117599	183	153	180	178	182	189	208	163	249	172	152	124
Hells|15201	21	43	31	40	35	35	33	34	38	55	30	17
Helq|191578	469	313	353	371	635	363	342	271	333	270	234	234
Helt|234219	0	0	0	0	0	6	0	0	0	0	0	0
Helz2|229003	94	48	78	81	236	69	89	64	57	71	64	54
Helz|78455	369	372	307	406	429	347	370	339	462	317	396	265
Hemgn|93966	0	0	0	0	1	0	0	2	0	1	0	3
Hemk1|69536	2071	1307	988	1493	1832	1115	1143	684	1248	1065	740	747
Hemt1|15202	0	0	0	0	0	0	0	0	0	0	0	0
Henmt1|66715	62	71	54	51	77	44	35	54	44	37	47	57
Hepacam2|101202	28	5	24	13	34	14	13	15	16	31	13	13
Hepacam|72927	4067	3455	2277	2532	3289	2594	2924	2149	2842	2293	1914	2039
Hephl1|244698	0	0	0	0	0	0	0	0	0	0	0	0
Heph|15203	1150	619	716	850	930	662	643	579	592	572	454	388
Herc1|235439	10887	10147	9340	9838	14340	10333	11501	8874	10223	7829	9660	8086
Herc2|15204	12635	11340	10229	11162	15884	11794	13402	10477	12512	9415	10721	9626
Herc3|73998	9317	9012	7827	8045	11886	8577	11152	7780	8779	6735	7515	7478
Herc4|67345	1138	1077	886	966	1610	897	1240	795	933	792	933	805
Herc6|67138	206	153	153	198	239	126	145	95	152	108	98	166
Herpud1|64209	2891	2592	2078	2201	2995	2425	2590	1708	2116	1775	1816	2040
Herpud2|80517	2178	2012	1769	1864	2329	2119	2346	1753	2091	1631	1404	1584
Hes1|15205	475	433	484	550	609	523	534	492	594	610	521	480
Hes2|15206	0	0	0	1	0	5	0	0	0	2	0	0
Hes3|15207	2	0	8	0	0	7	4	5	0	0	0	0
Hes5|15208	327	263	192	257	307	243	203	145	133	113	139	235
Hes6|55927	475	378	316	371	477	349	345	292	337	304	288	297
Hes7|84653	9	13	12	13	0	4	14	2	23	20	5	7
Hesx1|15209	0	0	0	9	0	0	0	0	3	0	0	0
Hexa|15211	3806	3656	2752	2821	4304	3016	3549	2343	2881	2440	2198	2565
Hexb|15212	2210	1932	1426	1365	2237	1488	1771	1287	1674	1359	1087	1336
Hexdc|238023	893	803	653	653	1633	695	758	653	775	480	660	637
Hexim1|192231	6823	6507	4895	4822	7202	5974	6594	4218	5525	4373	4413	5167
Hexim2|71059	451	476	292	325	504	340	372	256	314	247	325	353
Hey1|15213	3323	3112	2432	2757	3879	3055	3497	2427	2950	2442	2414	2650
Hey2|15214	560	282	453	619	373	421	316	356	466	498	443	308
Heyl|56198	246	218	146	193	230	200	263	129	169	153	127	156
Hfe2|69585	18	16	17	33	48	13	34	9	18	9	12	21
Hfe|15216	751	407	385	503	621	432	444	265	418	423	350	265
Hfm1|330149	60	61	40	37	107	31	49	53	67	58	39	50
Hgd|15233	5	0	0	5	13	0	0	4	0	2	4	5
Hgfac|54426	0	12	0	4	0	0	0	0	0	0	0	0
Hgf|15234	25	22	76	75	38	42	42	46	47	39	26	37
Hgsnat|52120	2405	2230	2018	1809	2648	2164	2606	1837	1884	1663	1590	1934
Hgs|15239	3321	3530	2333	2735	4363	2726	3563	2494	2944	2454	2595	2574
Hhatl|74770	565	398	336	344	405	233	424	209	279	355	200	230
Hhat|226861	31	45	50	27	50	32	46	49	29	50	52	58
Hhex|15242	75	63	47	45	35	35	56	25	51	50	19	29
Hhipl1|214305	41	31	50	49	72	18	34	31	33	18	17	22
Hhipl2|78772	9	12	26	30	23	7	19	16	11	17	12	9
Hhip|15245	65	65	77	79	147	76	73	53	82	83	42	57
Hhla1|654498	0	0	0	0	17	0	0	0	0	2	0	0
Hiat1|15247	2851	2580	2837	2873	3098	2701	2847	2619	2978	2354	2035	2041
Hiatl1|66631	1682	1610	1292	1258	1781	1499	1885	1235	1473	1164	1121	1241
Hibadh|58875	2727	2101	1422	1753	2562	1525	2019	1327	1452	1460	1281	1518
Hibch|227095	777	620	514	629	877	520	667	455	644	678	393	449
Hic1|15248	135	146	194	175	188	140	164	172	211	121	140	118
Hic2|58180	1991	2397	3669	3677	2089	3148	1844	2887	3891	2843	2710	1941
Hid1|217310	5472	5654	4850	4754	7869	4683	6103	4894	5181	3957	4367	4466
