Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
Vmn2r-ps60|628490	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r100|627537	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r101|627576	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r102|224572	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r103|627636	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r104|22313	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r105|627743	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r106|224576	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r107|22312	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r108|627805	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r109|627814	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r10|22307	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r110|224582	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r111|210876	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r112|628185	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r113|434701	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r114|666002	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r115|638102	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r116|619697	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r117|619788	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r118|383258	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r11|384219	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r120|224916	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r121|100038941	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r122|22308	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r123|22300	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r124|637021	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r12|627569	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r13|231589	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r14|231591	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r15|211223	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r16|384220	0	0	0	0	0	3	0	0	0	0	0	0
Vmn2r17|384221	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r18|632671	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r19|232358	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1|56544	30	27	21	15	71	20	16	8	27	15	16	23
Vmn2r20|667180	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r21|546912	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r22|546913	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r23|435916	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r24|243628	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r25|545874	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r26|56552	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r27|232367	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r28|665255	8	6	3	1	0	0	0	1	3	4	1	0
Vmn2r29|76229	207	219	195	154	353	167	279	172	158	109	176	175
Vmn2r2|100125586	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r30|22306	0	0	0	0	0	0	4	0	0	1	0	0
Vmn2r31|100042591	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r32|22311	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r33|624512	0	0	0	0	0	0	0	1	0	0	0	0
Vmn2r34|100042636	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r35|625353	0	0	0	0	10	0	1	0	0	0	0	0
Vmn2r36|100042653	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r37|22305	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r38|434110	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r39|545909	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r3|637004	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r40|100042781	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r41|100042848	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r42|22310	4	0	0	3	0	1	10	1	0	8	1	1
Vmn2r43|381838	0	0	0	0	0	6	0	0	0	0	0	0
Vmn2r44|434113	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r45|100042810	0	0	0	0	0	0	0	0	0	0	0	0
